kind	class	method	param	index	uri
PARAMETER	org.boris.expr.TH	testDoubleInOutFunction(org.boris.expr.function.DoubleInOutFunction)	f	0	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/url85940d3d8e_ccp999_Expr4j_tgz-pJ8-org_boris_expr_util_ExprEvaluatorJ8/src/org/boris/expr/TH.java
PARAMETER	org.boris.expr.IEvaluationContext	evaluateFunction(org.boris.expr.ExprFunction)	function	0	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/url85940d3d8e_ccp999_Expr4j_tgz-pJ8-org_boris_expr_util_ExprEvaluatorJ8/src/org/boris/expr/IEvaluationContext.java
PARAMETER	org.boris.expr.IEvaluationContext	evaluateVariable(org.boris.expr.ExprVariable)	variable	0	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/url85940d3d8e_ccp999_Expr4j_tgz-pJ8-org_boris_expr_util_ExprEvaluatorJ8/src/org/boris/expr/IEvaluationContext.java
PARAMETER	org.boris.expr.function.DoubleInOutFunction	evaluate(double)	value	0	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/url85940d3d8e_ccp999_Expr4j_tgz-pJ8-org_boris_expr_util_ExprEvaluatorJ8/src/org/boris/expr/function/DoubleInOutFunction.java
PARAMETER	org.boris.expr.IExprFunction	evaluate(org.boris.expr.IEvaluationContext,org.boris.expr.Expr[])	context	0	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/url85940d3d8e_ccp999_Expr4j_tgz-pJ8-org_boris_expr_util_ExprEvaluatorJ8/src/org/boris/expr/IExprFunction.java
PARAMETER	org.boris.expr.IExprFunction	evaluate(org.boris.expr.IEvaluationContext,org.boris.expr.Expr[])	args	1	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/url85940d3d8e_ccp999_Expr4j_tgz-pJ8-org_boris_expr_util_ExprEvaluatorJ8/src/org/boris/expr/IExprFunction.java
FIELD	org.boris.expr.ExprVariable	null	name	null	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/url85940d3d8e_ccp999_Expr4j_tgz-pJ8-org_boris_expr_util_ExprEvaluatorJ8/src/org/boris/expr/ExprVariable.java
FIELD	org.boris.expr.ExprVariable	null	constantValue	null	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/url85940d3d8e_ccp999_Expr4j_tgz-pJ8-org_boris_expr_util_ExprEvaluatorJ8/src/org/boris/expr/ExprVariable.java
PARAMETER	org.boris.expr.ExprEvaluatable	evaluate(org.boris.expr.IEvaluationContext)	context	0	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/url85940d3d8e_ccp999_Expr4j_tgz-pJ8-org_boris_expr_util_ExprEvaluatorJ8/src/org/boris/expr/ExprEvaluatable.java
METHOD	org.boris.expr.function.FunctionManager	evaluate(org.boris.expr.IEvaluationContext,org.boris.expr.ExprFunction)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/url85940d3d8e_ccp999_Expr4j_tgz-pJ8-org_boris_expr_util_ExprEvaluatorJ8/src/org/boris/expr/function/FunctionManager.java
PARAMETER	org.boris.expr.function.IFunctionProvider	evaluate(org.boris.expr.IEvaluationContext,org.boris.expr.ExprFunction)	context	0	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/url85940d3d8e_ccp999_Expr4j_tgz-pJ8-org_boris_expr_util_ExprEvaluatorJ8/src/org/boris/expr/function/IFunctionProvider.java
PARAMETER	org.boris.expr.function.IFunctionProvider	evaluate(org.boris.expr.IEvaluationContext,org.boris.expr.ExprFunction)	function	1	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/url85940d3d8e_ccp999_Expr4j_tgz-pJ8-org_boris_expr_util_ExprEvaluatorJ8/src/org/boris/expr/function/IFunctionProvider.java
FIELD	org.boris.expr.ExprFunction	null	name	null	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/url85940d3d8e_ccp999_Expr4j_tgz-pJ8-org_boris_expr_util_ExprEvaluatorJ8/src/org/boris/expr/ExprFunction.java
FIELD	org.boris.expr.ExprFunction	null	implementation	null	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/url85940d3d8e_ccp999_Expr4j_tgz-pJ8-org_boris_expr_util_ExprEvaluatorJ8/src/org/boris/expr/ExprFunction.java
FIELD	org.boris.expr.engine.Range	null	namespace	null	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/url85940d3d8e_ccp999_Expr4j_tgz-pJ8-org_boris_expr_util_ExprEvaluatorJ8/src/org/boris/expr/engine/Range.java
FIELD	org.boris.expr.engine.Range	null	dim1Name	null	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/url85940d3d8e_ccp999_Expr4j_tgz-pJ8-org_boris_expr_util_ExprEvaluatorJ8/src/org/boris/expr/engine/Range.java
FIELD	org.boris.expr.engine.Range	null	dim1	null	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/url85940d3d8e_ccp999_Expr4j_tgz-pJ8-org_boris_expr_util_ExprEvaluatorJ8/src/org/boris/expr/engine/Range.java
FIELD	org.boris.expr.engine.Range	null	dim2Name	null	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/url85940d3d8e_ccp999_Expr4j_tgz-pJ8-org_boris_expr_util_ExprEvaluatorJ8/src/org/boris/expr/engine/Range.java
FIELD	org.boris.expr.engine.Range	null	dim2	null	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/url85940d3d8e_ccp999_Expr4j_tgz-pJ8-org_boris_expr_util_ExprEvaluatorJ8/src/org/boris/expr/engine/Range.java
METHOD	org.boris.expr.util.LongMap	get(long)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/url85940d3d8e_ccp999_Expr4j_tgz-pJ8-org_boris_expr_util_ExprEvaluatorJ8/src/org/boris/expr/util/LongMap.java
METHOD	org.boris.expr.function.FunctionMap	evaluate(org.boris.expr.IEvaluationContext,org.boris.expr.ExprFunction)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/url85940d3d8e_ccp999_Expr4j_tgz-pJ8-org_boris_expr_util_ExprEvaluatorJ8/src/org/boris/expr/function/FunctionMap.java
PARAMETER	org.boris.expr.function.excel.ROMAN	evaluate(org.boris.expr.IEvaluationContext,org.boris.expr.Expr[])	context	0	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/url85940d3d8e_ccp999_Expr4j_tgz-pJ8-org_boris_expr_util_ExprEvaluatorJ8/src/org/boris/expr/function/excel/ROMAN.java
PARAMETER	org.boris.expr.function.excel.ROMAN	evaluate(org.boris.expr.IEvaluationContext,org.boris.expr.Expr[])	args	1	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/url85940d3d8e_ccp999_Expr4j_tgz-pJ8-org_boris_expr_util_ExprEvaluatorJ8/src/org/boris/expr/function/excel/ROMAN.java
PARAMETER	org.boris.expr.function.excel.LARGE	evaluate(org.boris.expr.IEvaluationContext,org.boris.expr.Expr[])	context	0	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/url85940d3d8e_ccp999_Expr4j_tgz-pJ8-org_boris_expr_util_ExprEvaluatorJ8/src/org/boris/expr/function/excel/LARGE.java
PARAMETER	org.boris.expr.function.excel.LARGE	evaluate(org.boris.expr.IEvaluationContext,org.boris.expr.Expr[])	args	1	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/url85940d3d8e_ccp999_Expr4j_tgz-pJ8-org_boris_expr_util_ExprEvaluatorJ8/src/org/boris/expr/function/excel/LARGE.java
PARAMETER	org.boris.expr.function.excel.FV	evaluate(org.boris.expr.IEvaluationContext,org.boris.expr.Expr[])	context	0	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/url85940d3d8e_ccp999_Expr4j_tgz-pJ8-org_boris_expr_util_ExprEvaluatorJ8/src/org/boris/expr/function/excel/FV.java
PARAMETER	org.boris.expr.function.excel.FV	evaluate(org.boris.expr.IEvaluationContext,org.boris.expr.Expr[])	args	1	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/url85940d3d8e_ccp999_Expr4j_tgz-pJ8-org_boris_expr_util_ExprEvaluatorJ8/src/org/boris/expr/function/excel/FV.java
PARAMETER	org.boris.expr.function.excel.RANK	evaluate(org.boris.expr.IEvaluationContext,org.boris.expr.Expr[])	context	0	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/url85940d3d8e_ccp999_Expr4j_tgz-pJ8-org_boris_expr_util_ExprEvaluatorJ8/src/org/boris/expr/function/excel/RANK.java
PARAMETER	org.boris.expr.function.excel.RANK	evaluate(org.boris.expr.IEvaluationContext,org.boris.expr.Expr[])	args	1	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/url85940d3d8e_ccp999_Expr4j_tgz-pJ8-org_boris_expr_util_ExprEvaluatorJ8/src/org/boris/expr/function/excel/RANK.java
PARAMETER	org.boris.expr.function.excel.LOGEST	evaluate(org.boris.expr.IEvaluationContext,org.boris.expr.Expr[])	context	0	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/url85940d3d8e_ccp999_Expr4j_tgz-pJ8-org_boris_expr_util_ExprEvaluatorJ8/src/org/boris/expr/function/excel/LOGEST.java
PARAMETER	org.boris.expr.function.excel.LOGEST	evaluate(org.boris.expr.IEvaluationContext,org.boris.expr.Expr[])	args	1	/home/nima/Developer/NJR-ANNOTATED-RUN/nullgtn/url85940d3d8e_ccp999_Expr4j_tgz-pJ8-org_boris_expr_util_ExprEvaluatorJ8/src/org/boris/expr/function/excel/LOGEST.java
